        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan 1 Speed (%) [%] , Fan 1 Speed (RPM) [RPM] , Fan 2 Speed (%) [%] , Fan 2 Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Power Consumption (W) [W] , Power Consumption (%) [% TDP] , PerfCap Reason [] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2019-08-24 22:15:59 ,         930.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1092   ,         40   ,                       21   ,                   0   ,                    3   ,                    53.4   ,                        17.8   ,              16   , 0.7060   ,               41.1   ,                  8364   ,
2019-08-24 22:16:00 ,        1020.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1092   ,         40   ,                       22   ,                   0   ,                    3   ,                    54.1   ,                        18.0   ,              16   , 0.7060   ,               41.1   ,                  8364   ,
2019-08-24 22:16:01 ,        1020.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1092   ,         39   ,                       21   ,                   0   ,                    3   ,                    53.4   ,                        17.8   ,              16   , 0.7060   ,               41.1   ,                  8364   ,
2019-08-24 22:16:02 ,        1065.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1092   ,         40   ,                       22   ,                   0   ,                    3   ,                    53.4   ,                        17.8   ,              16   , 0.7060   ,               41.1   ,                  8364   ,
2019-08-24 22:16:03 ,        1065.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1092   ,         39   ,                       21   ,                   0   ,                    3   ,                    53.3   ,                        17.8   ,              16   , 0.7060   ,               41.1   ,                  8360   ,
2019-08-24 22:16:04 ,        1035.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1092   ,         38   ,                       21   ,                   0   ,                    3   ,                    53.3   ,                        17.8   ,              16   , 0.7060   ,               41.1   ,                  8360   ,
2019-08-24 22:16:05 ,        1020.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1092   ,         38   ,                       21   ,                   0   ,                    3   ,                    53.1   ,                        17.7   ,              16   , 0.7060   ,               41.1   ,                  8363   ,
2019-08-24 22:16:06 ,         975.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1092   ,         36   ,                       20   ,                   0   ,                    3   ,                    53.1   ,                        17.7   ,              16   , 0.7060   ,               41.0   ,                  8363   ,
2019-08-24 22:16:07 ,         960.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1092   ,         38   ,                       20   ,                   0   ,                    3   ,                    53.3   ,                        17.8   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:08 ,         990.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         39   ,                       21   ,                   0   ,                    4   ,                    53.3   ,                        17.8   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:09 ,         960.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         38   ,                       21   ,                   0   ,                    3   ,                    53.5   ,                        17.8   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:10 ,         930.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         38   ,                       21   ,                   0   ,                    3   ,                    51.9   ,                        17.3   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:11 ,         900.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         36   ,                       20   ,                   0   ,                    3   ,                    51.9   ,                        17.3   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:12 ,         885.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         37   ,                       20   ,                   0   ,                    3   ,                    52.3   ,                        17.4   ,              16   , 0.7060   ,               41.0   ,                  8339   ,
2019-08-24 22:16:13 ,         870.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         38   ,                       20   ,                   0   ,                    3   ,                    52.1   ,                        17.4   ,              16   , 0.7060   ,               41.1   ,                  8340   ,
2019-08-24 22:16:14 ,         855.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         38   ,                       20   ,                   0   ,                    3   ,                    52.1   ,                        17.4   ,              16   , 0.7060   ,               41.1   ,                  8340   ,
2019-08-24 22:16:15 ,         840.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         39   ,                       20   ,                   0   ,                    3   ,                    52.1   ,                        17.4   ,              16   , 0.7060   ,               41.1   ,                  8340   ,
2019-08-24 22:16:16 ,         825.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         38   ,                       20   ,                   0   ,                    3   ,                    52.2   ,                        17.4   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:17 ,         855.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         39   ,                       20   ,                   0   ,                    3   ,                    52.7   ,                        17.6   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:18 ,         870.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         39   ,                       21   ,                   0   ,                    3   ,                    53.0   ,                        17.7   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:19 ,         900.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         38   ,                       20   ,                   0   ,                    3   ,                    52.8   ,                        17.6   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:20 ,         900.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         38   ,                       20   ,                   0   ,                    3   ,                    53.4   ,                        17.8   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:21 ,         870.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         38   ,                       20   ,                   0   ,                    3   ,                    53.0   ,                        17.7   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:22 ,         915.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         40   ,                       21   ,                   0   ,                    3   ,                    53.1   ,                        17.7   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:23 ,         975.0   ,            202.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         40   ,                       21   ,                   0   ,                    3   ,                    54.9   ,                        18.3   ,              16   , 0.7060   ,               41.0   ,                  8340   ,
2019-08-24 22:16:24 ,        1155.0   ,           1767.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1093   ,         40   ,                       20   ,                   0   ,                    2   ,                    58.1   ,                        26.8   ,              16   , 0.7060   ,               41.1   ,                  8341   ,
2019-08-24 22:16:25 ,        1155.0   ,           1767.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1095   ,         17   ,                        2   ,                   0   ,                    2   ,                    80.9   ,                        27.0   ,              16   , 0.7060   ,               41.1   ,                  8342   ,
2019-08-24 22:16:26 ,         690.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1095   ,         23   ,                        4   ,                   0   ,                    3   ,                    54.0   ,                        18.0   ,              16   , 0.7060   ,               41.1   ,                  8342   ,
2019-08-24 22:16:27 ,         975.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1095   ,         43   ,                       23   ,                   0   ,                    3   ,                    53.9   ,                        18.0   ,              16   , 0.7060   ,               41.1   ,                  8341   ,
2019-08-24 22:16:28 ,        1170.0   ,           1767.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1095   ,         31   ,                       13   ,                   0   ,                    2   ,                    80.6   ,                        26.9   ,              16   , 0.7060   ,               41.1   ,                  8341   ,
2019-08-24 22:16:29 ,        1170.0   ,           1767.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1095   ,         17   ,                        2   ,                   0   ,                    2   ,                    80.8   ,                        26.9   ,              16   , 0.7060   ,               41.1   ,                  8341   ,
2019-08-24 22:16:30 ,         570.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         21   ,                        3   ,                   0   ,                    2   ,                    73.1   ,                        24.4   ,              16   , 0.7060   ,               41.1   ,                  8342   ,
2019-08-24 22:16:31 ,         660.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         37   ,                       14   ,                   0   ,                    3   ,                    53.1   ,                        17.7   ,              16   , 0.7060   ,               41.1   ,                  8343   ,
2019-08-24 22:16:32 ,         840.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         42   ,                       21   ,                   0   ,                    3   ,                    53.5   ,                        17.8   ,              16   , 0.7060   ,               41.1   ,                  8349   ,
2019-08-24 22:16:33 ,         915.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         40   ,                       21   ,                   0   ,                    3   ,                    53.4   ,                        17.8   ,              16   , 0.7060   ,               41.1   ,                  8349   ,
2019-08-24 22:16:34 ,         915.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         40   ,                       21   ,                   0   ,                    3   ,                    52.9   ,                        17.6   ,              16   , 0.7060   ,               41.1   ,                  8349   ,
2019-08-24 22:16:35 ,         870.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         38   ,                       20   ,                   0   ,                    3   ,                    52.1   ,                        17.4   ,              16   , 0.7060   ,               41.0   ,                  8349   ,
2019-08-24 22:16:36 ,         840.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         37   ,                       19   ,                   0   ,                    3   ,                    51.7   ,                        17.2   ,              16   , 0.7060   ,               41.0   ,                  8349   ,
2019-08-24 22:16:37 ,         825.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         36   ,                       19   ,                   0   ,                    2   ,                    52.4   ,                        17.5   ,              16   , 0.7060   ,               41.0   ,                  8349   ,
2019-08-24 22:16:38 ,         795.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         38   ,                       20   ,                   0   ,                    3   ,                    51.2   ,                        17.1   ,              16   , 0.7060   ,               41.1   ,                  8349   ,
2019-08-24 22:16:39 ,         780.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         37   ,                       20   ,                   0   ,                    3   ,                    50.2   ,                        16.7   ,              16   , 0.7060   ,               41.1   ,                  8349   ,
2019-08-24 22:16:40 ,         765.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         37   ,                       19   ,                   0   ,                    2   ,                    51.7   ,                        17.2   ,              16   , 0.7060   ,               41.0   ,                  8349   ,
2019-08-24 22:16:41 ,         795.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         39   ,                       20   ,                   0   ,                    3   ,                    52.1   ,                        17.4   ,              16   , 0.7060   ,               41.0   ,                  8349   ,
2019-08-24 22:16:42 ,         810.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         40   ,                       21   ,                   0   ,                    3   ,                    51.9   ,                        17.3   ,              16   , 0.7060   ,               41.0   ,                  8349   ,
2019-08-24 22:16:43 ,         855.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         39   ,                       20   ,                   0   ,                    3   ,                    52.9   ,                        17.6   ,              16   , 0.7060   ,               41.0   ,                  8349   ,
2019-08-24 22:16:44 ,         870.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         40   ,                       21   ,                   0   ,                    3   ,                    53.6   ,                        17.9   ,              16   , 0.7060   ,               41.0   ,                  8350   ,
2019-08-24 22:16:45 ,         915.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         40   ,                       21   ,                   0   ,                    3   ,                    52.9   ,                        17.6   ,              16   , 0.7060   ,               41.0   ,                  8350   ,
2019-08-24 22:16:46 ,         915.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         40   ,                       21   ,                   0   ,                    3   ,                    52.9   ,                        17.6   ,              16   , 0.7060   ,               41.1   ,                  8350   ,
2019-08-24 22:16:47 ,         915.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         39   ,                       21   ,                   0   ,                    3   ,                    54.2   ,                        18.1   ,              16   , 0.7060   ,               41.1   ,                  8353   ,
2019-08-24 22:16:48 ,         960.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         39   ,                       21   ,                   0   ,                    3   ,                    53.1   ,                        17.7   ,              16   , 0.7060   ,               41.3   ,                  8353   ,
2019-08-24 22:16:49 ,         960.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         39   ,                       21   ,                   0   ,                    3   ,                    52.6   ,                        17.5   ,              16   , 0.7060   ,               41.3   ,                  8353   ,
2019-08-24 22:16:50 ,         915.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         36   ,                       20   ,                   0   ,                    2   ,                    54.6   ,                        18.2   ,              16   , 0.7060   ,               41.4   ,                  8353   ,
2019-08-24 22:16:51 ,        1050.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         39   ,                       21   ,                   0   ,                    3   ,                    54.3   ,                        18.1   ,              16   , 0.7060   ,               41.4   ,                  8353   ,
2019-08-24 22:16:52 ,        1050.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1096   ,         40   ,                       21   ,                   0   ,                    3   ,                    54.9   ,                        18.3   ,              16   , 0.7060   ,               41.4   ,                  8353   ,
2019-08-24 22:16:53 ,        1110.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1098   ,         39   ,                       21   ,                   0   ,                    3   ,                    55.2   ,                        18.4   ,              16   , 0.7060   ,               41.4   ,                  8353   ,
2019-08-24 22:16:54 ,        1110.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1098   ,         40   ,                       21   ,                   0   ,                    3   ,                    54.6   ,                        18.2   ,              16   , 0.7060   ,               41.3   ,                  8353   ,
2019-08-24 22:16:55 ,        1110.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1098   ,         39   ,                       21   ,                   0   ,                    3   ,                    55.3   ,                        18.4   ,              16   , 0.7060   ,               41.3   ,                  8353   ,
2019-08-24 22:16:56 ,        1110.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1098   ,         39   ,                       22   ,                   0   ,                    3   ,                    54.8   ,                        18.3   ,              16   , 0.7060   ,               41.1   ,                  8353   ,
2019-08-24 22:16:57 ,        1080.0   ,            202.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1098   ,         38   ,                       21   ,                   0   ,                    3   ,                    54.5   ,                        18.2   ,              16   , 0.7060   ,               41.1   ,                  8353   ,
2019-08-24 22:16:58 ,        1050.0   ,            202.5   ,               55.0   ,                 2   ,                     0   ,                 2   ,                     0   ,           1098   ,         37   ,                       21   ,                   0   ,                    3   ,                    53.4   ,                        17.8   ,              16   , 0.7060   ,               41.1   ,                  8353   ,
2019-08-24 22:16:59 ,        1020.0   ,            202.5   ,               55.0   ,                 3   ,                     0   ,                 3   ,                     0   ,           1098   ,         37   ,                       20   ,                   0   ,                    3   ,                    54.4   ,                        18.1   ,              16   , 0.7060   ,               41.1   ,                  8354   ,
2019-08-24 22:17:00 ,         990.0   ,            202.5   ,               55.0   ,                 5   ,                     0   ,                 5   ,                   330   ,           1098   ,         38   ,                       20   ,                   0   ,                    3   ,                    57.4   ,                        19.1   ,              16   , 0.7060   ,               41.0   ,                  8355   ,
2019-08-24 22:17:01 ,         975.0   ,            202.5   ,               55.0   ,                 7   ,                   597   ,                 7   ,                     0   ,           1098   ,         37   ,                       20   ,                   0   ,                    2   ,                    54.6   ,                        18.2   ,              16   , 0.7060   ,               41.1   ,                  8355   ,
2019-08-24 22:17:02 ,        1020.0   ,            202.5   ,               55.0   ,                 7   ,                     0   ,                 7   ,                     0   ,           1098   ,         38   ,                       21   ,                   0   ,                    2   ,                    54.7   ,                        18.2   ,              16   , 0.7060   ,               41.1   ,                  8358   ,
2019-08-24 22:17:03 ,        1005.0   ,            202.5   ,               55.0   ,                 9   ,                   602   ,                 9   ,                     0   ,           1098   ,         38   ,                       20   ,                   0   ,                    2   ,                    54.7   ,                        18.2   ,              16   , 0.7060   ,               41.1   ,                  8358   ,
2019-08-24 22:17:04 ,         975.0   ,            202.5   ,               55.0   ,                10   ,                   571   ,                10   ,                     0   ,           1098   ,         38   ,                       21   ,                   0   ,                    3   ,                    56.4   ,                        18.8   ,              16   , 0.7060   ,               41.0   ,                  8358   ,
2019-08-24 22:17:05 ,         960.0   ,            202.5   ,               55.0   ,                12   ,                     0   ,                12   ,                     0   ,           1098   ,         37   ,                       20   ,                   0   ,                    3   ,                    54.5   ,                        18.2   ,              16   , 0.7060   ,               41.0   ,                  8358   ,
2019-08-24 22:17:06 ,         930.0   ,            202.5   ,               55.0   ,                12   ,                   795   ,                12   ,                   954   ,           1098   ,         37   ,                       20   ,                   0   ,                    3   ,                    56.0   ,                        18.7   ,              16   , 0.7060   ,               41.0   ,                  8359   ,
2019-08-24 22:17:07 ,         915.0   ,            202.5   ,               55.0   ,                14   ,                     0   ,                14   ,                     0   ,           1098   ,         37   ,                       20   ,                   0   ,                    3   ,                    54.2   ,                        18.1   ,              16   , 0.7060   ,               41.0   ,                  8359   ,
2019-08-24 22:17:08 ,         885.0   ,            202.5   ,               55.0   ,                14   ,                   918   ,                14   ,                  1006   ,           1098   ,         38   ,                       20   ,                   0   ,                    3   ,                    55.0   ,                        18.3   ,              16   , 0.7060   ,               41.0   ,                  8359   ,
2019-08-24 22:17:09 ,         870.0   ,            202.5   ,               55.0   ,                15   ,                     0   ,                15   ,                     0   ,           1099   ,         38   ,                       19   ,                   0   ,                    3   ,                    53.8   ,                        17.9   ,              16   , 0.7060   ,               41.0   ,                  8360   ,
2019-08-24 22:17:10 ,         885.0   ,            202.5   ,               55.0   ,                15   ,                     0   ,                15   ,                     0   ,           1099   ,         38   ,                       20   ,                   0   ,                    3   ,                    54.3   ,                        18.1   ,              16   , 0.7060   ,               41.0   ,                  8360   ,
2019-08-24 22:17:11 ,         885.0   ,            202.5   ,               55.0   ,                17   ,                   967   ,                17   ,                   886   ,           1099   ,         39   ,                       21   ,                   0   ,                    3   ,                    55.6   ,                        18.5   ,              16   , 0.7060   ,               41.0   ,                  8361   ,
2019-08-24 22:17:12 ,        1020.0   ,            202.5   ,               55.0   ,                17   ,                     0   ,                17   ,                     0   ,           1099   ,         39   ,                       21   ,                   0   ,                    3   ,                    55.5   ,                        18.5   ,              16   , 0.7060   ,               41.0   ,                  8360   ,
2019-08-24 22:17:13 ,        1170.0   ,           1767.5   ,               55.0   ,                17   ,                     0   ,                17   ,                   939   ,           1099   ,         41   ,                       22   ,                   0   ,                    2   ,                    80.5   ,                        26.8   ,              16   , 0.7060   ,               41.0   ,                  8359   ,
2019-08-24 22:17:14 ,        1170.0   ,           1767.5   ,               55.0   ,                19   ,                  1024   ,                19   ,                  1041   ,           1099   ,         19   ,                        3   ,                   0   ,                    1   ,                    85.0   ,                        28.3   ,              16   , 0.7060   ,               41.0   ,                  8363   ,
2019-08-24 22:17:15 ,         600.0   ,           1250.0   ,               55.0   ,                21   ,                     0   ,                21   ,                     0   ,           1099   ,         17   ,                        3   ,                   0   ,                    2   ,                    75.5   ,                        25.2   ,              16   , 0.7060   ,               41.0   ,                  8363   ,
2019-08-24 22:17:16 ,         510.0   ,           1250.0   ,               55.0   ,                21   ,                     0   ,                21   ,                     0   ,           1099   ,         27   ,                        6   ,                   0   ,                    1   ,                    75.3   ,                        25.1   ,              16   , 0.7060   ,               41.0   ,                  8363   ,
2019-08-24 22:17:17 ,         555.0   ,            202.5   ,               54.0   ,                22   ,                     0   ,                22   ,                  1160   ,           1099   ,         27   ,                        4   ,                   0   ,                    3   ,                    54.2   ,                        18.1   ,              16   , 0.7060   ,               41.0   ,                  8364   ,
2019-08-24 22:17:18 ,         855.0   ,            202.5   ,               54.0   ,                22   ,                  1084   ,                22   ,                  1010   ,           1099   ,         42   ,                       21   ,                   0   ,                    3   ,                    54.0   ,                        18.0   ,              16   , 0.7060   ,               41.0   ,                  8360   ,
2019-08-24 22:17:19 ,         990.0   ,            202.5   ,               54.0   ,                22   ,                  1133   ,                22   ,                  1182   ,           1099   ,         42   ,                       22   ,                   0   ,                    3   ,                    58.6   ,                        19.5   ,              16   , 0.7060   ,               41.0   ,                  8360   ,
2019-08-24 22:17:20 ,        1170.0   ,           1767.5   ,               55.0   ,                22   ,                     0   ,                22   ,                     0   ,           1099   ,         41   ,                       22   ,                   0   ,                    2   ,                    81.1   ,                        27.0   ,              16   , 0.7060   ,               41.0   ,                  8360   ,
2019-08-24 22:17:21 ,        1170.0   ,           1767.5   ,               55.0   ,                22   ,                     0   ,                22   ,                     0   ,           1099   ,         16   ,                        2   ,                   0   ,                    2   ,                    81.5   ,                        27.2   ,              16   , 0.7060   ,               41.0   ,                  8360   ,
2019-08-24 22:17:22 ,         990.0   ,            202.5   ,               54.0   ,                24   ,                  1188   ,                24   ,                     0   ,           1099   ,         24   ,                        7   ,                   0   ,                    4   ,                    56.0   ,                        18.7   ,              16   , 0.7060   ,               41.0   ,                  8360   ,
2019-08-24 22:17:23 ,        1155.0   ,           1767.5   ,               55.0   ,                24   ,                  1052   ,                24   ,                  1221   ,           1099   ,         43   ,                       23   ,                   0   ,                    2   ,                    83.3   ,                        27.8   ,              16   , 0.7060   ,               41.1   ,                  8360   ,
2019-08-24 22:17:24 ,        1155.0   ,           1767.5   ,               55.0   ,                24   ,                     0   ,                24   ,                   954   ,           1099   ,         21   ,                        3   ,                   0   ,                    2   ,                    81.6   ,                        27.2   ,              16   , 0.7060   ,               41.3   ,                  8360   ,
2019-08-24 22:17:25 ,         615.0   ,           1250.0   ,               54.0   ,                24   ,                  1185   ,                24   ,                     0   ,           1099   ,         18   ,                        2   ,                   0   ,                    2   ,                    75.1   ,                        25.0   ,              16   , 0.7060   ,               41.3   ,                  8360   ,
2019-08-24 22:17:26 ,         660.0   ,            202.5   ,               54.0   ,                24   ,                  1128   ,                24   ,                  1242   ,           1099   ,         31   ,                        9   ,                   0   ,                    4   ,                    56.8   ,                        18.9   ,              16   , 0.7060   ,               41.3   ,                  8360   ,
2019-08-24 22:17:27 ,         975.0   ,            202.5   ,               54.0   ,                22   ,                     0   ,                22   ,                  1077   ,           1099   ,         42   ,                       20   ,                   0   ,                    4   ,                    55.9   ,                        18.6   ,              16   , 0.7060   ,               41.3   ,                  8360   ,
2019-08-24 22:17:28 ,         975.0   ,            202.5   ,               54.0   ,                21   ,                  1198   ,                21   ,                     0   ,           1099   ,         35   ,                       18   ,                   0   ,                    3   ,                    52.4   ,                        17.5   ,              16   , 0.7060   ,               40.9   ,                  8360   ,
2019-08-24 22:17:29 ,         795.0   ,            202.5   ,               53.0   ,                19   ,                  1072   ,                19   ,                  1209   ,           1100   ,         31   ,                       16   ,                   0   ,                    3   ,                    52.7   ,                        17.6   ,              16   , 0.7060   ,               40.6   ,                  8360   ,
2019-08-24 22:17:30 ,         750.0   ,            202.5   ,               53.0   ,                17   ,                     0   ,                17   ,                     0   ,           1100   ,         32   ,                       16   ,                   0   ,                    2   ,                    50.1   ,                        16.7   ,              16   , 0.7060   ,               40.6   ,                  8359   ,
2019-08-24 22:17:31 ,         720.0   ,            202.5   ,               53.0   ,                15   ,                  1110   ,                15   ,                  1156   ,           1100   ,         36   ,                       17   ,                   0   ,                    3   ,                    50.9   ,                        17.0   ,              16   , 0.7060   ,               40.6   ,                  8359   ,
2019-08-24 22:17:32 ,         855.0   ,            202.5   ,               53.0   ,                12   ,                     0   ,                12   ,                     0   ,           1100   ,         37   ,                       18   ,                   0   ,                    3   ,                    54.0   ,                        18.1   ,              16   , 0.7060   ,               40.6   ,                  8362   ,
2019-08-24 22:17:33 ,        1065.0   ,            202.5   ,               53.0   ,                10   ,                   959   ,                10   ,                  1064   ,           1100   ,         41   ,                       21   ,                   0   ,                    3   ,                    55.6   ,                        18.5   ,              16   , 0.7060   ,               40.6   ,                  8362   ,
2019-08-24 22:17:34 ,        1260.0   ,           1767.5   ,               54.0   ,                 9   ,                     0   ,                 9   ,                     0   ,           1100   ,         42   ,                       20   ,                   0   ,                    2   ,                    80.9   ,                        27.0   ,              16   , 0.7060   ,               40.8   ,                  8362   ,
2019-08-24 22:17:35 ,        1260.0   ,           1767.5   ,               54.0   ,                 7   ,                   789   ,                 7   ,                     0   ,           1100   ,         16   ,                        3   ,                   0   ,                    2   ,                    83.2   ,                        27.7   ,              16   , 0.7060   ,               40.8   ,                  8362   ,
2019-08-24 22:17:36 ,         840.0   ,            202.5   ,               53.0   ,                 5   ,                     0   ,                 5   ,                   627   ,           1100   ,         21   ,                        4   ,                   0   ,                    3   ,                    55.8   ,                        18.6   ,              16   , 0.7060   ,               40.8   ,                  8362   ,
2019-08-24 22:17:37 ,         885.0   ,            202.5   ,               53.0   ,                 2   ,                     0   ,                 2   ,                     0   ,           1100   ,         42   ,                       22   ,                   0   ,                    3   ,                    53.8   ,                        17.9   ,              16   , 0.7060   ,               40.8   ,                  8358   ,
2019-08-24 22:17:38 ,         915.0   ,            202.5   ,               53.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1100   ,         39   ,                       21   ,                   0   ,                    3   ,                    54.6   ,                        18.2   ,              16   , 0.7060   ,               40.9   ,                  8358   ,
2019-08-24 22:17:39 ,         975.0   ,            202.5   ,               53.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1100   ,         40   ,                       21   ,                   0   ,                    3   ,                    53.6   ,                        17.9   ,              16   , 0.7060   ,               40.9   ,                  8358   ,
2019-08-24 22:17:40 ,        1200.0   ,           1767.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1101   ,         41   ,                       22   ,                   0   ,                    2   ,                    79.7   ,                        26.6   ,              16   , 0.7060   ,               40.9   ,                  8361   ,
2019-08-24 22:17:41 ,        1200.0   ,           1767.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1101   ,         21   ,                        3   ,                   0   ,                    2   ,                    80.1   ,                        26.7   ,              16   , 0.7060   ,               40.9   ,                  8362   ,
2019-08-24 22:17:42 ,         735.0   ,           1250.0   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1101   ,         18   ,                        3   ,                   0   ,                    2   ,                    75.3   ,                        25.1   ,              16   , 0.7060   ,               41.0   ,                  8362   ,
