        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan 1 Speed (%) [%] , Fan 1 Speed (RPM) [RPM] , Fan 2 Speed (%) [%] , Fan 2 Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Power Consumption (W) [W] , Power Consumption (%) [% TDP] , PerfCap Reason [] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2019-08-24 22:06:26 ,         420.0   ,            101.3   ,               52.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            960   ,         24   ,                       13   ,                  11   ,                    0   ,                    37.8   ,                        12.6   ,              16   , 0.7060   ,               42.0   ,                  8052   ,
2019-08-24 22:06:27 ,        1350.0   ,           1767.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            986   ,         17   ,                        8   ,                  10   ,                    0   ,                    96.0   ,                        32.0   ,              16   , 0.7060   ,               41.5   ,                  8150   ,
2019-08-24 22:06:28 ,        1350.0   ,           1767.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            985   ,         37   ,                        8   ,                   4   ,                    2   ,                    96.9   ,                        32.3   ,              16   , 0.7060   ,               41.4   ,                  8149   ,
2019-08-24 22:06:29 ,        1350.0   ,           1767.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            985   ,         35   ,                        7   ,                   4   ,                    2   ,                    96.3   ,                        32.1   ,              16   , 0.7060   ,               41.4   ,                  8146   ,
2019-08-24 22:06:30 ,        1350.0   ,           1767.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            995   ,         36   ,                        7   ,                   4   ,                    2   ,                    94.7   ,                        31.6   ,              16   , 0.7060   ,               41.4   ,                  8158   ,
2019-08-24 22:06:31 ,        1185.0   ,           1767.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1001   ,         35   ,                        7   ,                   4   ,                    2   ,                    91.9   ,                        30.6   ,              16   , 0.7060   ,               41.4   ,                  8161   ,
2019-08-24 22:06:32 ,        1020.0   ,           1250.0   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            989   ,         36   ,                        7   ,                   4   ,                    2   ,                    69.6   ,                        23.2   ,              16   , 0.7060   ,               40.9   ,                  8168   ,
2019-08-24 22:06:33 ,         840.0   ,           1250.0   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            991   ,         19   ,                        3   ,                   5   ,                    1   ,                    76.2   ,                        25.4   ,              16   , 0.7060   ,               40.6   ,                  8159   ,
2019-08-24 22:06:34 ,         765.0   ,           1250.0   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,            991   ,         28   ,                        5   ,                   6   ,                    2   ,                    77.7   ,                        25.9   ,              16   , 0.7060   ,               40.6   ,                  8159   ,
2019-08-24 22:06:35 ,        1110.0   ,           1250.0   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         33   ,                        5   ,                   6   ,                    3   ,                    82.9   ,                        27.6   ,              16   , 0.7060   ,               40.8   ,                  8159   ,
2019-08-24 22:06:36 ,        1170.0   ,           1767.5   ,               54.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1007   ,         43   ,                        8   ,                   5   ,                    4   ,                    83.7   ,                        27.9   ,              16   , 0.7060   ,               40.9   ,                  8159   ,
2019-08-24 22:06:37 ,        1170.0   ,           1767.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1007   ,         38   ,                        7   ,                   4   ,                    5   ,                    88.8   ,                        29.6   ,              16   , 0.7060   ,               41.0   ,                  8157   ,
2019-08-24 22:06:38 ,        1140.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1005   ,         37   ,                        6   ,                   4   ,                    4   ,                    83.4   ,                        27.8   ,              16   , 0.7060   ,               41.1   ,                  8148   ,
2019-08-24 22:06:39 ,        1155.0   ,           1767.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1003   ,         39   ,                        7   ,                   5   ,                    5   ,                    90.3   ,                        30.1   ,              16   , 0.7060   ,               41.4   ,                  8148   ,
2019-08-24 22:06:40 ,        1155.0   ,           1767.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1003   ,         38   ,                        6   ,                   4   ,                    5   ,                    89.8   ,                        29.9   ,              16   , 0.7060   ,               41.5   ,                  8144   ,
2019-08-24 22:06:41 ,        1170.0   ,           1767.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1004   ,         38   ,                        6   ,                   5   ,                    5   ,                    89.1   ,                        29.7   ,              16   , 0.7060   ,               41.5   ,                  8143   ,
2019-08-24 22:06:42 ,        1170.0   ,           1767.5   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1004   ,         39   ,                        6   ,                   4   ,                    5   ,                    88.2   ,                        29.4   ,              16   , 0.7060   ,               41.6   ,                  8145   ,
2019-08-24 22:06:43 ,        1110.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1004   ,         37   ,                        6   ,                   5   ,                    5   ,                    81.8   ,                        27.3   ,              16   , 0.7060   ,               41.6   ,                  8148   ,
2019-08-24 22:06:44 ,        1110.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1003   ,         39   ,                        7   ,                   5   ,                    5   ,                    81.9   ,                        27.3   ,              16   , 0.7060   ,               41.6   ,                  8148   ,
2019-08-24 22:06:45 ,        1140.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1003   ,         39   ,                        7   ,                   5   ,                    5   ,                    80.6   ,                        26.9   ,              16   , 0.7060   ,               41.8   ,                  8147   ,
2019-08-24 22:06:46 ,        1140.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1002   ,         36   ,                        7   ,                   5   ,                    4   ,                    80.5   ,                        26.8   ,              16   , 0.7060   ,               41.8   ,                  8147   ,
2019-08-24 22:06:47 ,        1065.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1002   ,         37   ,                        7   ,                   5   ,                    4   ,                    81.4   ,                        27.1   ,              16   , 0.7060   ,               41.8   ,                  8145   ,
2019-08-24 22:06:48 ,        1050.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1003   ,         39   ,                        7   ,                   5   ,                    4   ,                    81.1   ,                        27.0   ,              16   , 0.7060   ,               41.6   ,                  8145   ,
2019-08-24 22:06:49 ,        1020.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1003   ,         38   ,                        7   ,                   5   ,                    4   ,                    80.6   ,                        26.9   ,              16   , 0.7060   ,               41.6   ,                  8149   ,
2019-08-24 22:06:50 ,         975.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1003   ,         37   ,                        7   ,                   5   ,                    4   ,                    80.0   ,                        26.7   ,              16   , 0.7060   ,               41.8   ,                  8148   ,
2019-08-24 22:06:51 ,         945.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1003   ,         36   ,                        6   ,                   5   ,                    3   ,                    79.2   ,                        26.4   ,              16   , 0.7060   ,               41.6   ,                  8151   ,
2019-08-24 22:06:52 ,         885.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1004   ,         34   ,                        6   ,                   5   ,                    3   ,                    78.0   ,                        26.0   ,              16   , 0.7060   ,               41.8   ,                  8149   ,
2019-08-24 22:06:53 ,         855.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1005   ,         35   ,                        6   ,                   6   ,                    3   ,                    78.6   ,                        26.4   ,              16   , 0.7060   ,               41.8   ,                  8149   ,
2019-08-24 22:06:54 ,         870.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1005   ,         38   ,                        6   ,                   6   ,                    3   ,                    78.0   ,                        26.1   ,              16   , 0.7060   ,               41.8   ,                  8153   ,
2019-08-24 22:06:55 ,         810.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1006   ,         37   ,                        6   ,                   6   ,                    3   ,                    78.7   ,                        26.2   ,              16   , 0.7060   ,               41.8   ,                  8182   ,
2019-08-24 22:06:56 ,         780.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1006   ,         36   ,                        6   ,                   6   ,                    3   ,                    77.9   ,                        26.0   ,              16   , 0.7060   ,               41.8   ,                  8174   ,
2019-08-24 22:06:57 ,         750.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1009   ,         35   ,                        5   ,                   6   ,                    2   ,                    78.0   ,                        26.0   ,              16   , 0.7060   ,               41.8   ,                  8175   ,
2019-08-24 22:06:58 ,         735.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1009   ,         37   ,                        6   ,                   7   ,                    2   ,                    79.2   ,                        26.4   ,              16   , 0.7060   ,               41.8   ,                  8170   ,
2019-08-24 22:06:59 ,         735.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         38   ,                        6   ,                   7   ,                    2   ,                    79.1   ,                        26.4   ,              16   , 0.7060   ,               41.8   ,                  8162   ,
2019-08-24 22:07:00 ,         765.0   ,           1250.0   ,               55.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         40   ,                        6   ,                   7   ,                    2   ,                    79.4   ,                        26.5   ,              16   , 0.7060   ,               41.8   ,                  8160   ,
2019-08-24 22:07:01 ,         765.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         39   ,                        6   ,                   7   ,                    2   ,                    79.4   ,                        26.5   ,              16   , 0.7060   ,               41.8   ,                  8159   ,
2019-08-24 22:07:02 ,         765.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         39   ,                        6   ,                   7   ,                    2   ,                    79.9   ,                        26.6   ,              16   , 0.7060   ,               41.6   ,                  8158   ,
2019-08-24 22:07:03 ,         810.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         39   ,                        6   ,                   7   ,                    2   ,                    79.7   ,                        26.6   ,              16   , 0.7060   ,               41.5   ,                  8157   ,
2019-08-24 22:07:04 ,         795.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         38   ,                        6   ,                   6   ,                    2   ,                    79.5   ,                        26.5   ,              16   , 0.7060   ,               41.4   ,                  8156   ,
2019-08-24 22:07:05 ,         810.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         38   ,                        6   ,                   6   ,                    2   ,                    79.7   ,                        26.6   ,              16   , 0.7060   ,               41.4   ,                  8156   ,
2019-08-24 22:07:06 ,         810.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         38   ,                        6   ,                   6   ,                    2   ,                    80.4   ,                        26.8   ,              16   , 0.7060   ,               41.4   ,                  8158   ,
2019-08-24 22:07:07 ,         810.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         38   ,                        6   ,                   6   ,                    2   ,                    79.7   ,                        26.6   ,              16   , 0.7060   ,               41.4   ,                  8157   ,
2019-08-24 22:07:08 ,         810.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         39   ,                        6   ,                   6   ,                    2   ,                    80.0   ,                        26.7   ,              16   , 0.7060   ,               41.5   ,                  8156   ,
2019-08-24 22:07:09 ,         825.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         39   ,                        6   ,                   6   ,                    2   ,                    80.5   ,                        26.8   ,              16   , 0.7060   ,               41.5   ,                  8156   ,
2019-08-24 22:07:10 ,         825.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         39   ,                        6   ,                   6   ,                    2   ,                    79.6   ,                        26.5   ,              16   , 0.7060   ,               41.4   ,                  8155   ,
2019-08-24 22:07:11 ,         795.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         38   ,                        6   ,                   6   ,                    2   ,                    79.9   ,                        26.6   ,              16   , 0.7060   ,               41.4   ,                  8155   ,
2019-08-24 22:07:12 ,         795.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         38   ,                        6   ,                   6   ,                    2   ,                    80.5   ,                        26.8   ,              16   , 0.7060   ,               41.4   ,                  8152   ,
2019-08-24 22:07:13 ,         840.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         40   ,                        6   ,                   6   ,                    2   ,                    80.8   ,                        26.9   ,              16   , 0.7060   ,               41.5   ,                  8151   ,
2019-08-24 22:07:14 ,         840.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         39   ,                        6   ,                   6   ,                    2   ,                    80.6   ,                        26.9   ,              16   , 0.7060   ,               41.5   ,                  8154   ,
2019-08-24 22:07:15 ,         810.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         37   ,                        6   ,                   6   ,                    2   ,                    80.9   ,                        27.0   ,              16   , 0.7060   ,               41.4   ,                  8154   ,
2019-08-24 22:07:16 ,         780.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         37   ,                        6   ,                   6   ,                    2   ,                    79.6   ,                        26.5   ,              16   , 0.7060   ,               41.4   ,                  8158   ,
2019-08-24 22:07:17 ,         795.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         38   ,                        6   ,                   7   ,                    2   ,                    80.4   ,                        26.8   ,              16   , 0.7060   ,               41.4   ,                  8170   ,
2019-08-24 22:07:18 ,         810.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         39   ,                        6   ,                   7   ,                    2   ,                    80.8   ,                        26.9   ,              16   , 0.7060   ,               41.4   ,                  8164   ,
2019-08-24 22:07:19 ,         810.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1010   ,         38   ,                        6   ,                   6   ,                    2   ,                    80.3   ,                        26.8   ,              16   , 0.7060   ,               41.4   ,                  8163   ,
2019-08-24 22:07:20 ,         780.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1011   ,         38   ,                        6   ,                   6   ,                    2   ,                    78.6   ,                        26.2   ,              16   , 0.7060   ,               41.4   ,                  8163   ,
2019-08-24 22:07:21 ,         750.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1011   ,         36   ,                        6   ,                   7   ,                    2   ,                    79.2   ,                        26.4   ,              16   , 0.7060   ,               41.4   ,                  8142   ,
2019-08-24 22:07:22 ,         795.0   ,           1250.0   ,               56.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1011   ,         37   ,                        6   ,                   7   ,                    2   ,                    80.8   ,                        26.9   ,              16   , 0.7060   ,               41.3   ,                  8141   ,
2019-08-24 22:07:23 ,         870.0   ,           1250.0   ,               57.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1011   ,         40   ,                        7   ,                   7   ,                    3   ,                    81.0   ,                        27.0   ,              16   , 0.7060   ,               41.3   ,                  8141   ,
2019-08-24 22:07:24 ,         870.0   ,           1250.0   ,               57.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1011   ,         37   ,                        7   ,                   6   ,                    3   ,                    80.7   ,                        26.9   ,              16   , 0.7060   ,               41.3   ,                  8141   ,
2019-08-24 22:07:25 ,         840.0   ,           1250.0   ,               57.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1011   ,         38   ,                        7   ,                   6   ,                    3   ,                    80.4   ,                        26.8   ,              16   , 0.7060   ,               41.3   ,                  8141   ,
2019-08-24 22:07:26 ,         825.0   ,           1250.0   ,               57.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1011   ,         38   ,                        6   ,                   6   ,                    3   ,                    80.0   ,                        26.7   ,              16   , 0.7060   ,               41.3   ,                  8141   ,
2019-08-24 22:07:27 ,         870.0   ,           1250.0   ,               57.0   ,                 0   ,                     0   ,                 0   ,                     0   ,           1011   ,         39   ,                        6   ,                   6   ,                    2   ,                    81.5   ,                        27.2   ,              16   , 0.7060   ,               41.3   ,                  8146   ,
2019-08-24 22:07:28 ,         870.0   ,           1250.0   ,               57.0   ,                17   ,                     0   ,                17   ,                   860   ,           1011   ,         38   ,                        6   ,                   6   ,                    2   ,                    82.6   ,                        27.5   ,              16   , 0.7060   ,               41.3   ,                  8146   ,
2019-08-24 22:07:29 ,         825.0   ,           1250.0   ,               57.0   ,                38   ,                   608   ,                38   ,                     0   ,           1011   ,         36   ,                        6   ,                   6   ,                    2   ,                    83.2   ,                        27.7   ,              16   , 0.7060   ,               41.3   ,                  8145   ,
2019-08-24 22:07:30 ,         825.0   ,           1250.0   ,               57.0   ,                41   ,                  1588   ,                41   ,                  1302   ,           1011   ,         37   ,                        6   ,                   6   ,                    2   ,                    83.9   ,                        28.0   ,              16   , 0.7060   ,               41.4   ,                  8144   ,
2019-08-24 22:07:31 ,         825.0   ,           1250.0   ,               57.0   ,                41   ,                  1691   ,                41   ,                  1161   ,           1011   ,         38   ,                        6   ,                   6   ,                    2   ,                    82.0   ,                        27.3   ,              16   , 0.7060   ,               41.3   ,                  8145   ,
2019-08-24 22:07:32 ,         810.0   ,           1250.0   ,               56.0   ,                41   ,                  1498   ,                41   ,                  1077   ,           1011   ,         38   ,                        6   ,                   6   ,                    2   ,                    82.4   ,                        27.5   ,              16   , 0.7060   ,               41.3   ,                  8144   ,
2019-08-24 22:07:33 ,         795.0   ,           1250.0   ,               56.0   ,                41   ,                  1382   ,                41   ,                  1181   ,           1011   ,         38   ,                        6   ,                   6   ,                    2   ,                    81.7   ,                        27.2   ,              16   , 0.7060   ,               41.3   ,                  8148   ,
2019-08-24 22:07:34 ,         780.0   ,           1250.0   ,               56.0   ,                41   ,                  1302   ,                41   ,                  1184   ,           1011   ,         38   ,                        6   ,                   7   ,                    2   ,                    81.5   ,                        27.2   ,              16   , 0.7060   ,               41.3   ,                  8152   ,
2019-08-24 22:07:35 ,         765.0   ,           1250.0   ,               56.0   ,                41   ,                  1316   ,                41   ,                  1132   ,           1011   ,         37   ,                        6   ,                   7   ,                    2   ,                    81.4   ,                        27.1   ,              16   , 0.7060   ,               41.3   ,                  8155   ,
2019-08-24 22:07:36 ,         795.0   ,           1250.0   ,               56.0   ,                41   ,                  1122   ,                41   ,                  1148   ,           1011   ,         39   ,                        6   ,                   7   ,                    2   ,                    81.6   ,                        27.2   ,              16   , 0.7060   ,               41.3   ,                  8152   ,
2019-08-24 22:07:37 ,         795.0   ,           1250.0   ,               56.0   ,                41   ,                  1021   ,                41   ,                  1167   ,           1011   ,         39   ,                        6   ,                   6   ,                    2   ,                    81.4   ,                        27.1   ,              16   , 0.7060   ,               41.3   ,                  8153   ,
2019-08-24 22:07:38 ,         780.0   ,           1250.0   ,               56.0   ,                41   ,                  1131   ,                41   ,                  1158   ,           1011   ,         37   ,                        6   ,                   6   ,                    2   ,                    82.0   ,                        27.3   ,              16   , 0.7060   ,               41.3   ,                  8152   ,
2019-08-24 22:07:39 ,         780.0   ,           1250.0   ,               56.0   ,                41   ,                  1253   ,                41   ,                  1157   ,           1011   ,         39   ,                        6   ,                   7   ,                    2   ,                    81.8   ,                        27.3   ,              16   , 0.7060   ,               41.3   ,                  8152   ,
2019-08-24 22:07:40 ,         765.0   ,           1250.0   ,               56.0   ,                41   ,                  1212   ,                41   ,                  1158   ,           1011   ,         39   ,                        6   ,                   7   ,                    2   ,                    80.6   ,                        26.9   ,              16   , 0.7060   ,               41.3   ,                  8152   ,
2019-08-24 22:07:41 ,         765.0   ,           1250.0   ,               56.0   ,                41   ,                  1107   ,                41   ,                  1156   ,           1011   ,         38   ,                        6   ,                   7   ,                    2   ,                    81.7   ,                        27.2   ,              16   , 0.7060   ,               41.3   ,                  8152   ,
2019-08-24 22:07:42 ,         765.0   ,           1250.0   ,               56.0   ,                41   ,                  1096   ,                41   ,                  1156   ,           1011   ,         39   ,                        6   ,                   7   ,                    2   ,                    81.0   ,                        27.0   ,              16   , 0.7060   ,               41.4   ,                  8152   ,
2019-08-24 22:07:43 ,         750.0   ,           1250.0   ,               55.0   ,                41   ,                  1175   ,                41   ,                  1162   ,           1011   ,         38   ,                        6   ,                   7   ,                    2   ,                    80.9   ,                        27.0   ,              16   , 0.7060   ,               41.4   ,                  8156   ,
2019-08-24 22:07:44 ,         765.0   ,           1250.0   ,               55.0   ,                41   ,                  1211   ,                41   ,                  1164   ,           1011   ,         39   ,                        6   ,                   7   ,                    2   ,                    80.6   ,                        26.9   ,              16   , 0.7060   ,               41.4   ,                  8156   ,
2019-08-24 22:07:45 ,         765.0   ,           1250.0   ,               55.0   ,                41   ,                  1168   ,                41   ,                  1157   ,           1011   ,         37   ,                        6   ,                   7   ,                    2   ,                    80.1   ,                        26.7   ,              16   , 0.7060   ,               41.4   ,                  8156   ,
2019-08-24 22:07:46 ,         720.0   ,           1250.0   ,               55.0   ,                41   ,                  1121   ,                41   ,                  1156   ,           1011   ,         36   ,                        6   ,                   7   ,                    2   ,                    80.5   ,                        26.8   ,              16   , 0.7060   ,               41.4   ,                  8161   ,
2019-08-24 22:07:47 ,         750.0   ,           1250.0   ,               55.0   ,                41   ,                  1139   ,                41   ,                  1162   ,           1012   ,         39   ,                        6   ,                   7   ,                    2   ,                    79.8   ,                        26.6   ,              16   , 0.7060   ,               41.5   ,                  8161   ,
2019-08-24 22:07:48 ,         750.0   ,           1250.0   ,               55.0   ,                41   ,                  1180   ,                41   ,                  1162   ,           1012   ,         37   ,                        6   ,                   7   ,                    2   ,                    80.1   ,                        26.7   ,              16   , 0.7060   ,               41.5   ,                  8160   ,
2019-08-24 22:07:49 ,         735.0   ,           1250.0   ,               55.0   ,                41   ,                  1185   ,                41   ,                  1160   ,           1012   ,         38   ,                        6   ,                   7   ,                    2   ,                    80.0   ,                        26.7   ,              16   , 0.7060   ,               41.5   ,                  8160   ,
2019-08-24 22:07:50 ,         720.0   ,           1250.0   ,               55.0   ,                41   ,                  1154   ,                41   ,                  1159   ,           1012   ,         37   ,                        6   ,                   7   ,                    2   ,                    79.7   ,                        26.6   ,              16   , 0.7060   ,               41.5   ,                  8160   ,
2019-08-24 22:07:51 ,         720.0   ,           1250.0   ,               55.0   ,                41   ,                  1139   ,                41   ,                  1159   ,           1012   ,         38   ,                        6   ,                   7   ,                    2   ,                    79.4   ,                        26.5   ,              16   , 0.7060   ,               41.5   ,                  8160   ,
2019-08-24 22:07:52 ,         720.0   ,           1250.0   ,               55.0   ,                41   ,                  1157   ,                41   ,                  1161   ,           1012   ,         38   ,                        6   ,                   7   ,                    2   ,                    79.9   ,                        26.6   ,              16   , 0.7060   ,               41.5   ,                  8160   ,
2019-08-24 22:07:53 ,         555.0   ,            202.5   ,               54.0   ,                41   ,                  1173   ,                41   ,                  1161   ,           1030   ,         28   ,                        4   ,                   7   ,                    3   ,                    47.8   ,                        15.9   ,              16   , 0.7060   ,               40.8   ,                  8182   ,
2019-08-24 22:07:54 ,         420.0   ,            202.5   ,               54.0   ,                41   ,                  1168   ,                41   ,                  1160   ,           1030   ,         10   ,                        4   ,                   3   ,                    0   ,                    41.9   ,                        14.0   ,              16   , 0.7060   ,               39.8   ,                  8182   ,
2019-08-24 22:07:55 ,         420.0   ,            101.3   ,               53.0   ,                41   ,                  1151   ,                41   ,                  1160   ,           1032   ,          8   ,                        4   ,                   0   ,                    1   ,                    40.6   ,                        13.2   ,              16   , 0.7060   ,               39.0   ,                  8181   ,
2019-08-24 22:07:56 ,        1350.0   ,           1767.5   ,               54.0   ,                41   ,                  1150   ,                41   ,                  1161   ,           1022   ,         14   ,                        7   ,                   0   ,                    0   ,                    61.0   ,                        20.3   ,              16   , 0.7060   ,               38.9   ,                  8197   ,
2019-08-24 22:07:57 ,        1350.0   ,           1767.5   ,               55.0   ,                41   ,                  1162   ,                41   ,                  1157   ,           1023   ,         25   ,                        4   ,                   0   ,                    2   ,                    85.1   ,                        28.4   ,              16   , 0.7060   ,               40.0   ,                  8203   ,
2019-08-24 22:07:58 ,        1350.0   ,           1767.5   ,               55.0   ,                41   ,                  1167   ,                41   ,                  1160   ,           1023   ,         20   ,                        3   ,                   0   ,                    2   ,                    84.9   ,                        28.3   ,              16   , 0.7060   ,               40.3   ,                  8204   ,
2019-08-24 22:07:59 ,        1350.0   ,           1767.5   ,               54.0   ,                41   ,                  1159   ,                41   ,                  1160   ,           1023   ,         19   ,                        3   ,                   0   ,                    2   ,                    84.0   ,                        28.0   ,              16   , 0.7060   ,               40.4   ,                  8193   ,
2019-08-24 22:08:00 ,         735.0   ,           1250.0   ,               54.0   ,                41   ,                  1153   ,                41   ,                  1159   ,           1024   ,         25   ,                        4   ,                   0   ,                    2   ,                    78.6   ,                        26.2   ,              16   , 0.7060   ,               40.6   ,                  8191   ,
2019-08-24 22:08:01 ,        1095.0   ,            202.5   ,               54.0   ,                41   ,                  1157   ,                41   ,                  1157   ,           1024   ,         31   ,                        6   ,                   0   ,                    4   ,                    59.9   ,                        20.0   ,              16   , 0.7060   ,               40.8   ,                  8192   ,
2019-08-24 22:08:02 ,        1185.0   ,           1767.5   ,               54.0   ,                41   ,                  1160   ,                41   ,                  1159   ,           1024   ,         35   ,                       16   ,                   0   ,                    2   ,                    82.7   ,                        27.6   ,              16   , 0.7060   ,               40.9   ,                  8191   ,
2019-08-24 22:08:03 ,         735.0   ,           1250.0   ,               54.0   ,                41   ,                  1163   ,                41   ,                  1159   ,           1024   ,         20   ,                        3   ,                   0   ,                    2   ,                    83.4   ,                        27.8   ,              16   , 0.7060   ,               41.0   ,                  8190   ,
2019-08-24 22:08:04 ,         810.0   ,            202.5   ,               53.0   ,                41   ,                  1158   ,                41   ,                  1160   ,           1024   ,         27   ,                        5   ,                   0   ,                    4   ,                    57.5   ,                        19.2   ,              16   , 0.7060   ,               41.1   ,                  8192   ,
2019-08-24 22:08:05 ,        1155.0   ,           1767.5   ,               54.0   ,                41   ,                  1155   ,                41   ,                  1157   ,           1024   ,         43   ,                       20   ,                   0   ,                    2   ,                    82.0   ,                        27.3   ,              16   , 0.7060   ,               41.1   ,                  8180   ,
2019-08-24 22:08:06 ,        1155.0   ,           1767.5   ,               54.0   ,                41   ,                  1158   ,                41   ,                  1157   ,           1025   ,         19   ,                        3   ,                   0   ,                    2   ,                    81.8   ,                        27.3   ,              16   , 0.7060   ,               41.1   ,                  8180   ,
2019-08-24 22:08:07 ,         720.0   ,            202.5   ,               53.0   ,                41   ,                  1158   ,                41   ,                  1157   ,           1025   ,         24   ,                        5   ,                   0   ,                    4   ,                    55.1   ,                        18.4   ,              16   , 0.7060   ,               41.1   ,                  8178   ,
2019-08-24 22:08:08 ,        1125.0   ,            202.5   ,               53.0   ,                41   ,                  1157   ,                41   ,                  1157   ,           1026   ,         43   ,                       24   ,                   0   ,                    3   ,                    56.3   ,                        18.8   ,              16   , 0.7060   ,               41.4   ,                  8178   ,
